product1,product2,样本数,相关系数,p值,显著性,关系类型,簇
洪湖藕带,绣球菌,0,,,No,无显著关联,1
洪湖藕带,绣球菌(袋),0,,,No,无显著关联,1
洪湖藕带,绿牛油,0,,,No,无显著关联,1
洪湖藕带,芝麻苋菜,1,,,No,无显著关联,1
洪湖藕带,芥兰,1,,,No,无显著关联,1
洪湖藕带,花菇(一人份),0,,,No,无显著关联,1
洪湖藕带,茶树菇(袋),0,,,No,无显著关联,1
洪湖藕带,茼蒿(份),0,,,No,无显著关联,1
洪湖藕带,荠菜,0,,,No,无显著关联,1
洪湖藕带,荸荠,0,,,No,无显著关联,1
洪湖藕带,荸荠(份),0,,,No,无显著关联,1
洪湖藕带,菌菇火锅套餐(份),0,,,No,无显著关联,1
洪湖藕带,菌蔬四宝(份),0,,,No,无显著关联,1
洪湖藕带,萝卜叶,2,,,No,无显著关联,1
洪湖藕带,蒲公英,0,,,No,无显著关联,1
洪湖藕带,蔡甸藜蒿,0,,,No,无显著关联,1
洪湖藕带,蔡甸藜蒿(份),0,,,No,无显著关联,1
洪湖藕带,藕尖,0,,,No,无显著关联,1
洪湖藕带,虫草花(盒),0,,,No,无显著关联,1
洪湖藕带,虫草花(袋),0,,,No,无显著关联,1
洪湖藕带,蟹味菇,5,,,No,无显著关联,1
洪湖藕带,蟹味菇(盒),0,,,No,无显著关联,1
洪湖藕带,蟹味菇(袋),0,,,No,无显著关联,1
洪湖藕带,襄甜红菜苔(袋),0,,,No,无显著关联,1
洪湖藕带,西峡香菇(份),0,,,No,无显著关联,1
洪湖藕带,豌豆尖,0,,,No,无显著关联,1
洪湖藕带,赤松茸,0,,,No,无显著关联,1
洪湖藕带,赤松茸(盒),0,,,No,无显著关联,1
洪湖藕带,辣妹子,0,,,No,无显著关联,1
洪湖藕带,金针菇(份),0,,,No,无显著关联,1
洪湖藕带,青红尖椒组合装(份),0,,,No,无显著关联,1
洪湖藕带,青菜苔,0,,,No,无显著关联,1
洪湖藕带,面条菜,0,,,No,无显著关联,1
洪湖藕带,马兰头,0,,,No,无显著关联,1
洪湖藕带,鱼腥草,0,,,No,无显著关联,1
洪湖藕带,鱼腥草(份),0,,,No,无显著关联,1
洪湖藕带,鲜藕带(袋),0,,,No,无显著关联,1
洪湖藕带,鸡枞菌,0,,,No,无显著关联,1
洪湖藕带,鹿茸菇(盒),0,,,No,无显著关联,1
洪湖藕带,黑油菜,1,,,No,无显著关联,1
洪湖藕带,黑牛肝菌,1,,,No,无显著关联,1
洪湖藕带,黑牛肝菌(盒),0,,,No,无显著关联,1
洪湖藕带,黑皮鸡枞菌,0,,,No,无显著关联,1
洪湖藕带,黑皮鸡枞菌(盒),0,,,No,无显著关联,1
洪湖藕带,龙牙菜,0,,,No,无显著关联,1
活体银耳,海鲜菇,0,,,No,无显著关联,1
活体银耳,海鲜菇(份),0,,,No,无显著关联,1
活体银耳,海鲜菇(包),0,,,No,无显著关联,1
活体银耳,灯笼椒,0,,,No,无显著关联,1
活体银耳,灯笼椒(份),0,,,No,无显著关联,1
活体银耳,牛排菇,0,,,No,无显著关联,1
活体银耳,牛排菇(盒),0,,,No,无显著关联,1
活体银耳,牛首油菜,0,,,No,无显著关联,1
活体银耳,牛首生菜,0,,,No,无显著关联,1
活体银耳,猪肚菇(盒),0,,,No,无显著关联,1
活体银耳,猴头菇,0,,,No,无显著关联,1
活体银耳,甘蓝叶,0,,,No,无显著关联,1
活体银耳,田七,0,,,No,无显著关联,1
活体银耳,白玉菇,0,,,No,无显著关联,1
活体银耳,白玉菇(盒),0,,,No,无显著关联,1
活体银耳,白玉菇(袋),1,,,No,无显著关联,1
活体银耳,白菜苔,0,,,No,无显著关联,1
活体银耳,白蒿,0,,,No,无显著关联,1
活体银耳,秀珍菇,0,,,No,无显著关联,1
活体银耳,竹叶菜(份),0,,,No,无显著关联,1
活体银耳,紫圆茄,0,,,No,无显著关联,1
活体银耳,紫尖椒,0,,,No,无显著关联,1
活体银耳,紫白菜,0,,,No,无显著关联,1
活体银耳,紫苏,0,,,No,无显著关联,1
活体银耳,紫苏(份),0,,,No,无显著关联,1
活体银耳,紫螺丝椒,0,,,No,无显著关联,1
活体银耳,紫贝菜,0,,,No,无显著关联,1
活体银耳,红尖椒,0,,,No,无显著关联,1
活体银耳,红尖椒(份),0,,,No,无显著关联,1
活体银耳,红杭椒,1,,,No,无显著关联,1
活体银耳,红杭椒(份),0,,,No,无显著关联,1
活体银耳,红椒,1,,,No,无显著关联,1
活体银耳,红椒(份),0,,,No,无显著关联,1
活体银耳,红橡叶,0,,,No,无显著关联,1
活体银耳,红灯笼椒,0,,,No,无显著关联,1
活体银耳,红灯笼椒(份),0,,,No,无显著关联,1
活体银耳,红珊瑚(粗叶),0,,,No,无显著关联,1
活体银耳,红线椒,0,,,No,无显著关联,1
活体银耳,红莲藕带,0,,,No,无显著关联,1
活体银耳,红薯尖(份),0,,,No,无显著关联,1
活体银耳,组合椒系列,1,,,No,无显著关联,1
活体银耳,绣球菌,0,,,No,无显著关联,1
活体银耳,绣球菌(袋),0,,,No,无显著关联,1
活体银耳,绿牛油,0,,,No,无显著关联,1
活体银耳,艾蒿,0,,,No,无显著关联,1
活体银耳,芝麻苋菜,0,,,No,无显著关联,1
活体银耳,芥兰,0,,,No,无显著关联,1
活体银耳,芥菜,0,,,No,无显著关联,1
活体银耳,花茄子,0,,,No,无显著关联,1
活体银耳,花菇(一人份),0,,,No,无显著关联,1
活体银耳,苋菜(份),0,,,No,无显著关联,1
活体银耳,茶树菇(袋),0,,,No,无显著关联,1
活体银耳,茼蒿,1,,,No,无显著关联,1
活体银耳,茼蒿(份),0,,,No,无显著关联,1
活体银耳,荠菜,0,,,No,无显著关联,1
活体银耳,荸荠,0,,,No,无显著关联,1
活体银耳,荸荠(份),0,,,No,无显著关联,1
活体银耳,莲蓬(个),0,,,No,无显著关联,1
活体银耳,菊花油菜,0,,,No,无显著关联,1
活体银耳,菌菇火锅套餐(份),0,,,No,无显著关联,1
活体银耳,菌蔬四宝(份),0,,,No,无显著关联,1
活体银耳,菜心(份),0,,,No,无显著关联,1
活体银耳,菱角,0,,,No,无显著关联,1
活体银耳,萝卜叶,0,,,No,无显著关联,1
活体银耳,蒲公英,0,,,No,无显著关联,1
活体银耳,蔡甸藜蒿,1,,,No,无显著关联,1
活体银耳,蔡甸藜蒿(份),0,,,No,无显著关联,1
活体银耳,薄荷叶,1,,,No,无显著关联,1
活体银耳,藕尖,0,,,No,无显著关联,1
活体银耳,虫草花,0,,,No,无显著关联,1
活体银耳,虫草花(份),0,,,No,无显著关联,1
活体银耳,虫草花(盒),0,,,No,无显著关联,1
活体银耳,虫草花(袋),0,,,No,无显著关联,1
活体银耳,蟹味菇,0,,,No,无显著关联,1
活体银耳,蟹味菇(盒),0,,,No,无显著关联,1
活体银耳,蟹味菇(袋),0,,,No,无显著关联,1
活体银耳,蟹味菇与白玉菇双拼(盒),0,,,No,无显著关联,1
活体银耳,襄甜红菜苔(袋),0,,,No,无显著关联,1
活体银耳,西峡花菇,0,,,No,无显著关联,1
活体银耳,西峡香菇(份),0,,,No,无显著关联,1
活体银耳,豌豆尖,0,,,No,无显著关联,1
活体银耳,赤松茸,0,,,No,无显著关联,1
活体银耳,赤松茸(盒),0,,,No,无显著关联,1
活体银耳,辣妹子,0,,,No,无显著关联,1
活体银耳,野生粉藕,0,,,No,无显著关联,1
活体银耳,野藕,0,,,No,无显著关联,1
活体银耳,金针菇(份),0,,,No,无显著关联,1
活体银耳,银耳(朵),0,,,No,无显著关联,1
活体银耳,长线茄,0,,,No,无显著关联,1
活体银耳,随州泡泡青,0,,,No,无显著关联,1
活体银耳,青尖椒,1,,,No,无显著关联,1
活体银耳,青尖椒(份),0,,,No,无显著关联,1
活体银耳,青杭椒,0,,,No,无显著关联,1
活体银耳,青杭椒(份),0,,,No,无显著关联,1
活体银耳,青红尖椒组合装(份),0,,,No,无显著关联,1
活体银耳,青红杭椒组合装(份),0,,,No,无显著关联,1
活体银耳,青线椒,1,,,No,无显著关联,1
活体银耳,青线椒(份),0,,,No,无显著关联,1
活体银耳,青茄子,1,,,No,无显著关联,1
活体银耳,青菜苔,0,,,No,无显著关联,1
活体银耳,面条菜,0,,,No,无显著关联,1
活体银耳,马兰头,0,,,No,无显著关联,1
活体银耳,马齿苋,0,,,No,无显著关联,1
活体银耳,高瓜,1,,,No,无显著关联,1
活体银耳,鱼腥草,0,,,No,无显著关联,1
活体银耳,鱼腥草(份),0,,,No,无显著关联,1
活体银耳,鲜木耳,1,,,No,无显著关联,1
活体银耳,鲜木耳(份),0,,,No,无显著关联,1
活体银耳,鲜粽叶,0,,,No,无显著关联,1
活体银耳,鲜粽叶(袋),0,,,No,无显著关联,1
活体银耳,鲜粽子叶,0,,,No,无显著关联,1
活体银耳,鲜藕带(袋),0,,,No,无显著关联,1
活体银耳,鸡枞菌,0,,,No,无显著关联,1
活体银耳,鹿茸菇(盒),0,,,No,无显著关联,1
活体银耳,黄心菜,1,,,No,无显著关联,1
活体银耳,黄花菜,0,,,No,无显著关联,1
活体银耳,黑油菜,0,,,No,无显著关联,1
活体银耳,黑牛肝菌,0,,,No,无显著关联,1
活体银耳,黑牛肝菌(盒),0,,,No,无显著关联,1
活体银耳,黑皮鸡枞菌,0,,,No,无显著关联,1
活体银耳,黑皮鸡枞菌(盒),0,,,No,无显著关联,1
活体银耳,龙牙菜,0,,,No,无显著关联,1
海鲜菇,海鲜菇(份),0,,,No,无显著关联,1
海鲜菇,海鲜菇(包),0,,,No,无显著关联,1
海鲜菇,灯笼椒(份),0,,,No,无显著关联,1
海鲜菇,牛排菇(盒),6,,,No,无显著关联,1
海鲜菇,猪肚菇(盒),0,,,No,无显著关联,1
海鲜菇,猴头菇,0,,,No,无显著关联,1
海鲜菇,甘蓝叶,0,,,No,无显著关联,1
海鲜菇,白玉菇(盒),0,,,No,无显著关联,1
海鲜菇,白蒿,0,,,No,无显著关联,1
海鲜菇,紫尖椒,0,,,No,无显著关联,1
海鲜菇,紫螺丝椒,0,,,No,无显著关联,1
海鲜菇,红椒(份),0,,,No,无显著关联,1
海鲜菇,红橡叶,1,,,No,无显著关联,1
海鲜菇,红灯笼椒(份),0,,,No,无显著关联,1
海鲜菇,红珊瑚(粗叶),1,,,No,无显著关联,1
海鲜菇,绣球菌(袋),1,,,No,无显著关联,1
海鲜菇,绿牛油,1,,,No,无显著关联,1
海鲜菇,艾蒿,0,,,No,无显著关联,1
海鲜菇,芝麻苋菜,0,,,No,无显著关联,1
海鲜菇,芥兰,1,,,No,无显著关联,1
海鲜菇,花菇(一人份),0,,,No,无显著关联,1
海鲜菇,茶树菇(袋),0,,,No,无显著关联,1
海鲜菇,荸荠(份),0,,,No,无显著关联,1
海鲜菇,菌菇火锅套餐(份),0,,,No,无显著关联,1
海鲜菇,菌蔬四宝(份),0,,,No,无显著关联,1
海鲜菇,藕尖,0,,,No,无显著关联,1
海鲜菇,虫草花(份),0,,,No,无显著关联,1
海鲜菇,虫草花(盒),1,,,No,无显著关联,1
海鲜菇,蟹味菇(盒),0,,,No,无显著关联,1
海鲜菇,蟹味菇与白玉菇双拼(盒),0,,,No,无显著关联,1
海鲜菇,襄甜红菜苔(袋),0,,,No,无显著关联,1
海鲜菇,西峡香菇(份),0,,,No,无显著关联,1
海鲜菇,赤松茸,0,,,No,无显著关联,1
海鲜菇,赤松茸(盒),0,,,No,无显著关联,1
海鲜菇,辣妹子,0,,,No,无显著关联,1
海鲜菇,金针菇(份),0,,,No,无显著关联,1
海鲜菇,青红尖椒组合装(份),0,,,No,无显著关联,1
海鲜菇,青红杭椒组合装(份),0,,,No,无显著关联,1
海鲜菇,青菜苔,0,,,No,无显著关联,1
海鲜菇,鱼腥草(份),0,,,No,无显著关联,1
海鲜菇,鲜木耳(份),0,,,No,无显著关联,1
海鲜菇,鲜粽叶,0,,,No,无显著关联,1
海鲜菇,鲜粽叶(袋),0,,,No,无显著关联,1
海鲜菇,鹿茸菇(盒),0,,,No,无显著关联,1
海鲜菇,黄花菜,1,,,No,无显著关联,1
海鲜菇,黑油菜,1,,,No,无显著关联,1
海鲜菇,黑牛肝菌,0,,,No,无显著关联,1
海鲜菇,黑牛肝菌(盒),0,,,No,无显著关联,1
海鲜菇,黑皮鸡枞菌(盒),0,,,No,无显著关联,1
海鲜菇,龙牙菜,0,,,No,无显著关联,1
海鲜菇(份),海鲜菇(包),0,,,No,无显著关联,1
海鲜菇(份),灯笼椒(份),0,,,No,无显著关联,1
海鲜菇(份),牛排菇,0,,,No,无显著关联,1
海鲜菇(份),牛排菇(盒),1,,,No,无显著关联,1
海鲜菇(份),牛首生菜,0,,,No,无显著关联,1
海鲜菇(份),猪肚菇(盒),0,,,No,无显著关联,1
海鲜菇(份),猴头菇,0,,,No,无显著关联,1
海鲜菇(份),甘蓝叶,0,,,No,无显著关联,1
海鲜菇(份),田七,0,,,No,无显著关联,1
海鲜菇(份),白玉菇,0,,,No,无显著关联,1
海鲜菇(份),白蒿,0,,,No,无显著关联,1
海鲜菇(份),秀珍菇,0,,,No,无显著关联,1
海鲜菇(份),紫圆茄,0,,,No,无显著关联,1
海鲜菇(份),紫尖椒,0,,,No,无显著关联,1
海鲜菇(份),紫白菜,0,,,No,无显著关联,1
海鲜菇(份),紫苏(份),1,,,No,无显著关联,1
海鲜菇(份),紫螺丝椒,0,,,No,无显著关联,1
海鲜菇(份),紫贝菜,1,,,No,无显著关联,1
海鲜菇(份),红橡叶,0,,,No,无显著关联,1
海鲜菇(份),红灯笼椒(份),1,,,No,无显著关联,1
海鲜菇(份),红珊瑚(粗叶),0,,,No,无显著关联,1
海鲜菇(份),红线椒,1,,,No,无显著关联,1
海鲜菇(份),红莲藕带,1,,,No,无显著关联,1
海鲜菇(份),组合椒系列,0,,,No,无显著关联,1
海鲜菇(份),绣球菌,0,,,No,无显著关联,1
海鲜菇(份),绣球菌(袋),0,,,No,无显著关联,1
海鲜菇(份),绿牛油,0,,,No,无显著关联,1
海鲜菇(份),艾蒿,0,,,No,无显著关联,1
海鲜菇(份),芝麻苋菜,0,,,No,无显著关联,1
海鲜菇(份),芥兰,0,,,No,无显著关联,1
海鲜菇(份),芥菜,0,,,No,无显著关联,1
海鲜菇(份),花菇(一人份),0,,,No,无显著关联,1
海鲜菇(份),荠菜,0,,,No,无显著关联,1
海鲜菇(份),荸荠(份),2,,,No,无显著关联,1
海鲜菇(份),菊花油菜,0,,,No,无显著关联,1
海鲜菇(份),菌菇火锅套餐(份),0,,,No,无显著关联,1
海鲜菇(份),菌蔬四宝(份),4,,,No,无显著关联,1
海鲜菇(份),蒲公英,0,,,No,无显著关联,1
海鲜菇(份),薄荷叶,2,,,No,无显著关联,1
海鲜菇(份),藕尖,0,,,No,无显著关联,1
海鲜菇(份),虫草花,0,,,No,无显著关联,1
海鲜菇(份),虫草花(盒),0,,,No,无显著关联,1
海鲜菇(份),虫草花(袋),0,,,No,无显著关联,1
海鲜菇(份),蟹味菇(袋),0,,,No,无显著关联,1
海鲜菇(份),蟹味菇与白玉菇双拼(盒),0,,,No,无显著关联,1
海鲜菇(份),襄甜红菜苔(袋),0,,,No,无显著关联,1
海鲜菇(份),赤松茸,0,,,No,无显著关联,1
海鲜菇(份),赤松茸(盒),0,,,No,无显著关联,1
海鲜菇(份),辣妹子,0,,,No,无显著关联,1
海鲜菇(份),野生粉藕,0,,,No,无显著关联,1
海鲜菇(份),金针菇(份),1,,,No,无显著关联,1
海鲜菇(份),青杭椒,0,,,No,无显著关联,1
海鲜菇(份),青红尖椒组合装(份),0,,,No,无显著关联,1
海鲜菇(份),青菜苔,0,,,No,无显著关联,1
海鲜菇(份),面条菜,0,,,No,无显著关联,1
海鲜菇(份),马兰头,0,,,No,无显著关联,1
海鲜菇(份),马齿苋,0,,,No,无显著关联,1
海鲜菇(份),鱼腥草,0,,,No,无显著关联,1
海鲜菇(份),鲜木耳,0,,,No,无显著关联,1
海鲜菇(份),鲜粽叶,0,,,No,无显著关联,1
海鲜菇(份),鲜粽叶(袋),0,,,No,无显著关联,1
海鲜菇(份),鲜粽子叶,0,,,No,无显著关联,1
海鲜菇(份),鲜藕带(袋),0,,,No,无显著关联,1
海鲜菇(份),鸡枞菌,0,,,No,无显著关联,1
海鲜菇(份),鹿茸菇(盒),0,,,No,无显著关联,1
海鲜菇(份),黄花菜,0,,,No,无显著关联,1
海鲜菇(份),黑牛肝菌,2,,,No,无显著关联,1
海鲜菇(份),黑牛肝菌(盒),0,,,No,无显著关联,1
海鲜菇(份),黑皮鸡枞菌,0,,,No,无显著关联,1
海鲜菇(份),黑皮鸡枞菌(盒),0,,,No,无显著关联,1
海鲜菇(包),灯笼椒,0,,,No,无显著关联,1
海鲜菇(包),灯笼椒(份),0,,,No,无显著关联,1
海鲜菇(包),牛排菇(盒),0,,,No,无显著关联,1
海鲜菇(包),猪肚菇(盒),0,,,No,无显著关联,1
海鲜菇(包),猴头菇,0,,,No,无显著关联,1
海鲜菇(包),甘蓝叶,0,,,No,无显著关联,1
海鲜菇(包),田七,0,,,No,无显著关联,1
海鲜菇(包),白玉菇,0,,,No,无显著关联,1
海鲜菇(包),白玉菇(盒),0,,,No,无显著关联,1
海鲜菇(包),白菜苔,2,,,No,无显著关联,1
海鲜菇(包),白蒿,0,,,No,无显著关联,1
海鲜菇(包),秀珍菇,0,,,No,无显著关联,1
海鲜菇(包),竹叶菜(份),0,,,No,无显著关联,1
海鲜菇(包),紫圆茄,0,,,No,无显著关联,1
海鲜菇(包),紫尖椒,0,,,No,无显著关联,1
海鲜菇(包),紫白菜,1,,,No,无显著关联,1
海鲜菇(包),紫苏,1,,,No,无显著关联,1
海鲜菇(包),紫苏(份),0,,,No,无显著关联,1
海鲜菇(包),紫螺丝椒,0,,,No,无显著关联,1
海鲜菇(包),红尖椒(份),0,,,No,无显著关联,1
海鲜菇(包),红杭椒(份),0,,,No,无显著关联,1
海鲜菇(包),红椒(份),0,,,No,无显著关联,1
海鲜菇(包),红橡叶,0,,,No,无显著关联,1
海鲜菇(包),红灯笼椒,1,,,No,无显著关联,1
海鲜菇(包),红灯笼椒(份),0,,,No,无显著关联,1
海鲜菇(包),红珊瑚(粗叶),0,,,No,无显著关联,1
海鲜菇(包),红线椒,0,,,No,无显著关联,1
海鲜菇(包),红薯尖(份),0,,,No,无显著关联,1
海鲜菇(包),组合椒系列,0,,,No,无显著关联,1
海鲜菇(包),绣球菌,0,,,No,无显著关联,1
海鲜菇(包),绣球菌(袋),0,,,No,无显著关联,1
海鲜菇(包),绿牛油,0,,,No,无显著关联,1
海鲜菇(包),芝麻苋菜,0,,,No,无显著关联,1
海鲜菇(包),芥兰,0,,,No,无显著关联,1
海鲜菇(包),芥菜,1,,,No,无显著关联,1
海鲜菇(包),花茄子,0,,,No,无显著关联,1
海鲜菇(包),花菇(一人份),0,,,No,无显著关联,1
海鲜菇(包),苋菜(份),0,,,No,无显著关联,1
海鲜菇(包),茶树菇(袋),0,,,No,无显著关联,1
海鲜菇(包),茼蒿(份),0,,,No,无显著关联,1
海鲜菇(包),荠菜,0,,,No,无显著关联,1
海鲜菇(包),荸荠(份),0,,,No,无显著关联,1
海鲜菇(包),莲蓬(个),0,,,No,无显著关联,1
海鲜菇(包),菊花油菜,0,,,No,无显著关联,1
海鲜菇(包),菌菇火锅套餐(份),0,,,No,无显著关联,1
海鲜菇(包),菌蔬四宝(份),0,,,No,无显著关联,1
海鲜菇(包),菜心(份),0,,,No,无显著关联,1
海鲜菇(包),萝卜叶,0,,,No,无显著关联,1
海鲜菇(包),蒲公英,0,,,No,无显著关联,1
海鲜菇(包),蔡甸藜蒿(份),0,,,No,无显著关联,1
海鲜菇(包),薄荷叶,3,,,No,无显著关联,1
海鲜菇(包),藕尖,0,,,No,无显著关联,1
海鲜菇(包),虫草花,1,,,No,无显著关联,1
海鲜菇(包),虫草花(盒),0,,,No,无显著关联,1
海鲜菇(包),虫草花(袋),0,,,No,无显著关联,1
海鲜菇(包),蟹味菇(盒),0,,,No,无显著关联,1
海鲜菇(包),蟹味菇(袋),0,,,No,无显著关联,1
海鲜菇(包),襄甜红菜苔(袋),0,,,No,无显著关联,1
海鲜菇(包),西峡香菇(份),0,,,No,无显著关联,1
海鲜菇(包),豌豆尖,0,,,No,无显著关联,1
海鲜菇(包),赤松茸,0,,,No,无显著关联,1
海鲜菇(包),赤松茸(盒),0,,,No,无显著关联,1
海鲜菇(包),金针菇(份),0,,,No,无显著关联,1
海鲜菇(包),青尖椒(份),0,,,No,无显著关联,1
海鲜菇(包),青杭椒,0,,,No,无显著关联,1
海鲜菇(包),青杭椒(份),0,,,No,无显著关联,1
海鲜菇(包),青红尖椒组合装(份),0,,,No,无显著关联,1
海鲜菇(包),青菜苔,0,,,No,无显著关联,1
海鲜菇(包),面条菜,0,,,No,无显著关联,1
海鲜菇(包),马兰头,0,,,No,无显著关联,1
海鲜菇(包),鱼腥草,0,,,No,无显著关联,1
海鲜菇(包),鱼腥草(份),0,,,No,无显著关联,1
海鲜菇(包),鲜木耳,0,,,No,无显著关联,1
海鲜菇(包),鲜木耳(份),1,,,No,无显著关联,1
海鲜菇(包),鲜粽叶,0,,,No,无显著关联,1
海鲜菇(包),鲜粽子叶,0,,,No,无显著关联,1
海鲜菇(包),鲜藕带(袋),0,,,No,无显著关联,1
海鲜菇(包),鸡枞菌,0,,,No,无显著关联,1
海鲜菇(包),鹿茸菇(盒),0,,,No,无显著关联,1
海鲜菇(包),黑油菜,0,,,No,无显著关联,1
海鲜菇(包),黑牛肝菌,1,,,No,无显著关联,1
海鲜菇(包),黑牛肝菌(盒),0,,,No,无显著关联,1
海鲜菇(包),黑皮鸡枞菌,0,,,No,无显著关联,1
海鲜菇(包),黑皮鸡枞菌(盒),0,,,No,无显著关联,1
海鲜菇(包),龙牙菜,0,,,No,无显著关联,1
灯笼椒,灯笼椒(份),1,,,No,无显著关联,1
灯笼椒,猪肚菇(盒),0,,,No,无显著关联,1
灯笼椒,猴头菇,2,,,No,无显著关联,1
灯笼椒,甘蓝叶,0,,,No,无显著关联,1
灯笼椒,田七,1,,,No,无显著关联,1
灯笼椒,白蒿,2,,,No,无显著关联,1
灯笼椒,紫圆茄,0,,,No,无显著关联,1
灯笼椒,紫尖椒,0,,,No,无显著关联,1
灯笼椒,紫贝菜,2,,,No,无显著关联,1
灯笼椒,红椒(份),0,,,No,无显著关联,1
灯笼椒,红橡叶,0,,,No,无显著关联,1
灯笼椒,红珊瑚(粗叶),0,,,No,无显著关联,1
灯笼椒,红线椒,0,,,No,无显著关联,1
灯笼椒,绣球菌,1,,,No,无显著关联,1
灯笼椒,绣球菌(袋),2,,,No,无显著关联,1
灯笼椒,绿牛油,0,,,No,无显著关联,1
灯笼椒,艾蒿,0,,,No,无显著关联,1
灯笼椒,芝麻苋菜,0,,,No,无显著关联,1
灯笼椒,芥兰,0,,,No,无显著关联,1
灯笼椒,芥菜,0,,,No,无显著关联,1
灯笼椒,花菇(一人份),3,,,No,无显著关联,1
灯笼椒,荸荠(份),1,,,No,无显著关联,1
灯笼椒,菊花油菜,0,,,No,无显著关联,1
灯笼椒,薄荷叶,2,,,No,无显著关联,1
灯笼椒,藕尖,0,,,No,无显著关联,1
灯笼椒,虫草花(盒),0,,,No,无显著关联,1
灯笼椒,襄甜红菜苔(袋),1,,,No,无显著关联,1
灯笼椒,赤松茸,0,,,No,无显著关联,1
灯笼椒,赤松茸(盒),0,,,No,无显著关联,1
灯笼椒,辣妹子,1,,,No,无显著关联,1
灯笼椒,金针菇(份),0,,,No,无显著关联,1
灯笼椒,青红尖椒组合装(份),2,,,No,无显著关联,1
灯笼椒,青菜苔,0,,,No,无显著关联,1
灯笼椒,鲜粽叶,0,,,No,无显著关联,1
灯笼椒,鲜粽叶(袋),0,,,No,无显著关联,1
灯笼椒,鲜粽子叶,1,,,No,无显著关联,1
灯笼椒,鲜藕带(袋),0,,,No,无显著关联,1
灯笼椒,鸡枞菌,2,,,No,无显著关联,1
灯笼椒,鹿茸菇(盒),2,,,No,无显著关联,1
灯笼椒,黄花菜,1,,,No,无显著关联,1
灯笼椒,黑牛肝菌,0,,,No,无显著关联,1
灯笼椒,黑牛肝菌(盒),0,,,No,无显著关联,1
灯笼椒,黑皮鸡枞菌(盒),0,,,No,无显著关联,1
灯笼椒(份),牛排菇,0,,,No,无显著关联,1
灯笼椒(份),牛排菇(盒),0,,,No,无显著关联,1
灯笼椒(份),牛首生菜,1,,,No,无显著关联,1
灯笼椒(份),猪肚菇(盒),0,,,No,无显著关联,1
灯笼椒(份),猴头菇,0,,,No,无显著关联,1
灯笼椒(份),甘蓝叶,0,,,No,无显著关联,1
灯笼椒(份),田七,0,,,No,无显著关联,1
灯笼椒(份),白玉菇,0,,,No,无显著关联,1
灯笼椒(份),白玉菇(袋),1,,,No,无显著关联,1
灯笼椒(份),白蒿,0,,,No,无显著关联,1
灯笼椒(份),秀珍菇,0,,,No,无显著关联,1
灯笼椒(份),竹叶菜(份),0,,,No,无显著关联,1
灯笼椒(份),紫圆茄,0,,,No,无显著关联,1
灯笼椒(份),紫尖椒,0,,,No,无显著关联,1
灯笼椒(份),紫白菜,0,,,No,无显著关联,1
灯笼椒(份),紫苏,0,,,No,无显著关联,1
灯笼椒(份),紫苏(份),0,,,No,无显著关联,1
灯笼椒(份),紫螺丝椒,0,,,No,无显著关联,1
灯笼椒(份),紫贝菜,0,,,No,无显著关联,1
灯笼椒(份),红尖椒(份),0,,,No,无显著关联,1
灯笼椒(份),红杭椒(份),0,,,No,无显著关联,1
灯笼椒(份),红椒(份),0,,,No,无显著关联,1
灯笼椒(份),红橡叶,0,,,No,无显著关联,1
灯笼椒(份),红灯笼椒,1,,,No,无显著关联,1
灯笼椒(份),红珊瑚(粗叶),0,,,No,无显著关联,1
灯笼椒(份),红线椒,0,,,No,无显著关联,1
灯笼椒(份),红莲藕带,0,,,No,无显著关联,1
灯笼椒(份),红薯尖(份),0,,,No,无显著关联,1
灯笼椒(份),组合椒系列,0,,,No,无显著关联,1
灯笼椒(份),绣球菌,0,,,No,无显著关联,1
灯笼椒(份),绣球菌(袋),0,,,No,无显著关联,1
灯笼椒(份),绿牛油,0,,,No,无显著关联,1
灯笼椒(份),艾蒿,0,,,No,无显著关联,1
灯笼椒(份),芝麻苋菜,0,,,No,无显著关联,1
灯笼椒(份),芥兰,0,,,No,无显著关联,1
灯笼椒(份),芥菜,0,,,No,无显著关联,1
灯笼椒(份),花茄子,0,,,No,无显著关联,1
灯笼椒(份),花菇(一人份),0,,,No,无显著关联,1
灯笼椒(份),苋菜(份),0,,,No,无显著关联,1
灯笼椒(份),茶树菇(袋),0,,,No,无显著关联,1
灯笼椒(份),荠菜,0,,,No,无显著关联,1
灯笼椒(份),荸荠(份),0,,,No,无显著关联,1
灯笼椒(份),莲蓬(个),0,,,No,无显著关联,1
灯笼椒(份),菊花油菜,0,,,No,无显著关联,1
灯笼椒(份),菌菇火锅套餐(份),0,,,No,无显著关联,1
灯笼椒(份),菌蔬四宝(份),0,,,No,无显著关联,1
灯笼椒(份),菱角,0,,,No,无显著关联,1
灯笼椒(份),萝卜叶,2,,,No,无显著关联,1
灯笼椒(份),蒲公英,0,,,No,无显著关联,1
灯笼椒(份),蔡甸藜蒿,1,,,No,无显著关联,1
灯笼椒(份),蔡甸藜蒿(份),0,,,No,无显著关联,1
灯笼椒(份),薄荷叶,0,,,No,无显著关联,1
灯笼椒(份),藕尖,0,,,No,无显著关联,1
灯笼椒(份),虫草花,0,,,No,无显著关联,1
灯笼椒(份),虫草花(份),1,,,No,无显著关联,1
灯笼椒(份),虫草花(盒),0,,,No,无显著关联,1
